smiles1,pKa,pKa_type,smiles
O=C1c2ccccc2C(=O)N1O,6.13,acidic,O=C1c2ccccc2C(=O)N1O
O=CC(=O)O,3.3,acidic,O=CC(=O)O
O=CCCCC(=O)O,5.02,acidic,O=CCCCC(=O)O
O=CCCCC(=O)[O-],5.02,acidic,O=CCCCC(=O)[O-]
O=CN(O)CC(=O)O,3.5,acidic,O=CN(O)CC(=O)O
O=CN(O)c1ccccc1,7.92,acidic,O=CN(O)c1ccccc1
O=CNO,8.77,acidic,O=CNO
O=CO,3.75,acidic,O=CO
O=COO,7.1,acidic,O=COO
O=C[O-],3.69,acidic,O=C[O-]
O=Cc1c(O)cccc1Cl,8.26,acidic,O=Cc1c(O)cccc1Cl
O=Cc1c2ccccc2c(O)c2ccccc12,6,acidic,O=Cc1c2ccccc2c(O)c2ccccc12
O=Cc1cc(Br)ccc1O,7.4,acidic,O=Cc1cc(Br)ccc1O
O=Cc1cc(Cl)ccc1O,7.4,acidic,O=Cc1cc(Cl)ccc1O
O=Cc1ccc(C(=O)O)cc1,3.77,acidic,O=Cc1ccc(C(=O)O)cc1
O=Cc1ccc(O)c2ncccc12,5.715,acidic,O=Cc1ccc(O)c2ncccc12
O=Cc1ccc(O)cc1,7.565,acidic,O=Cc1ccc(O)cc1
O=Cc1ccc(O)cc1Cl,6.6,acidic,O=Cc1ccc(O)cc1Cl
O=Cc1cccc(C(=O)O)c1,3.84,acidic,O=Cc1cccc(C(=O)O)c1
O=Cc1cccc(Cl)c1O,6.61,acidic,O=Cc1cccc(Cl)c1O
O=Cc1cccc(O)c1,8.86,acidic,O=Cc1cccc(O)c1
O=Cc1ccccc1C(=O)O,4.55,acidic,O=Cc1ccccc1C(=O)O
O=Cc1ccccc1C(=O)[O-],4.56,acidic,O=Cc1ccccc1C(=O)[O-]
O=Cc1ccccc1O,8.33,acidic,O=Cc1ccccc1O
O=Cc1cccnc1C(=O)O,3.7,acidic,O=Cc1cccnc1C(=O)O
O=Cc1cccnc1C(=O)[O-],3.7,acidic,O=Cc1cccnc1C(=O)[O-]
O=Cc1ncccc1O,6.95,acidic,O=Cc1ncccc1O
O=NCc1ccc(O)cc1,10.375,acidic,O=NCc1ccc(O)cc1
O=NCc1ccccc1O,9.21,acidic,O=NCc1ccccc1O
O=Nc1c(O)ccc2ccccc12,7.77,acidic,O=Nc1c(O)ccc2ccccc12
O=Nc1c(O)ccc2ncsc12,5.43,acidic,O=Nc1c(O)ccc2ncsc12
O=Nc1ccc(O)cc1,6.48,acidic,O=Nc1ccc(O)cc1
O=Nc1ccc2ccccc2c1O,7.52,acidic,O=Nc1ccc2ccccc2c1O
O=P1([O-])NCCCO1,4.1,acidic,O=P1([O-])NCCCO1
O=S(=O)(Cc1ccccc1)c1c[nH]nn1,5.15,acidic,O=S(=O)(Cc1ccccc1)c1c[nH]nn1
O=S(=O)(Cc1ccccc1)c1ccccc1O,7.12,acidic,O=S(=O)(Cc1ccccc1)c1ccccc1O
O=S(=O)(Cc1ccccc1)c1ccccc1[O-],7.12,acidic,O=S(=O)(Cc1ccccc1)c1ccccc1[O-]
O=S(=O)(Cc1ccccc1)c1cn[nH]n1,5.15,acidic,O=S(=O)(Cc1ccccc1)c1cn[nH]n1
O=S(=O)(Cc1ccccc1)c1cnn[nH]1,5.15,acidic,O=S(=O)(Cc1ccccc1)c1cnn[nH]1
O=S(=O)(Cc1ccccc1)c1ncc[nH]1,8.67,acidic,O=S(=O)(Cc1ccccc1)c1ncc[nH]1
O=S(=O)(Cc1ccccc1)c1ncn[nH]1,6.23,acidic,O=S(=O)(Cc1ccccc1)c1ncn[nH]1
O=S(=O)(NBr)c1ccccc1,4.95,acidic,O=S(=O)(NBr)c1ccccc1
O=S(=O)(NCc1ccccc1)c1ccc(Br)cc1,10.71,acidic,O=S(=O)(NCc1ccccc1)c1ccc(Br)cc1
O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1,8.3,acidic,O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1
O=S(=O)(N[C@H](CO)C(CC(F)(F)F)CC(F)(F)F)c1ccc(Cl)s1,8.9,acidic,O=S(=O)(N[C@H](CO)C(CC(F)(F)F)CC(F)(F)F)c1ccc(Cl)s1
O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccc(Cl)s1,5.3,acidic,O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccc(Cl)s1
O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1,5.9,acidic,O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1
O=S(=O)(Nc1ccc(Br)cc1)c1ccccc1,7.78,acidic,O=S(=O)(Nc1ccc(Br)cc1)c1ccccc1
O=S(=O)(Nc1ccc(C(F)(F)F)nc1)c1ccccc1C(F)(F)F,5.1,acidic,O=S(=O)(Nc1ccc(C(F)(F)F)nc1)c1ccccc1C(F)(F)F
O=S(=O)(Nc1ccc(Cl)cc1)C(F)(F)F,3.9,acidic,O=S(=O)(Nc1ccc(Cl)cc1)C(F)(F)F
O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(Br)cc1,8.24,acidic,O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(Br)cc1
O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(Cl)cc1,8.3,acidic,O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(Cl)cc1
O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(F)cc1,8.61,acidic,O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(F)cc1
O=S(=O)(Nc1ccc(Cl)cc1)c1ccccc1,8.33,acidic,O=S(=O)(Nc1ccc(Cl)cc1)c1ccccc1
O=S(=O)(Nc1ccc(F)cc1)c1ccc(Br)cc1,8.38,acidic,O=S(=O)(Nc1ccc(F)cc1)c1ccc(Br)cc1
O=S(=O)(Nc1ccc(F)cc1)c1ccc(Cl)cc1,8.41,acidic,O=S(=O)(Nc1ccc(F)cc1)c1ccc(Cl)cc1
O=S(=O)(Nc1ccc(F)cc1)c1ccc(F)cc1,8.73,acidic,O=S(=O)(Nc1ccc(F)cc1)c1ccc(F)cc1
O=S(=O)(Nc1ccc(F)cc1)c1ccccc1,8.85,acidic,O=S(=O)(Nc1ccc(F)cc1)c1ccccc1
O=S(=O)(Nc1cccc(C(F)(F)F)c1)C(F)(F)F,3.5,acidic,O=S(=O)(Nc1cccc(C(F)(F)F)c1)C(F)(F)F
O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1ccccc1,7.63,acidic,O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1ccccc1
O=S(=O)(Nc1cccc(F)c1)c1ccccc1,7.54,acidic,O=S(=O)(Nc1cccc(F)c1)c1ccccc1
O=S(=O)(Nc1ccccc1)C(F)(F)F,4.85,acidic,O=S(=O)(Nc1ccccc1)C(F)(F)F
O=S(=O)(Nc1ccccc1)c1ccc(Br)cc1,8.5,acidic,O=S(=O)(Nc1ccccc1)c1ccc(Br)cc1
O=S(=O)(Nc1ccccc1)c1ccc(Cl)cc1,8.225,acidic,O=S(=O)(Nc1ccccc1)c1ccc(Cl)cc1
O=S(=O)(Nc1ccccc1)c1ccc(F)cc1,8.9,acidic,O=S(=O)(Nc1ccccc1)c1ccc(F)cc1
O=S(=O)(Nc1ccccc1)c1cccc(Br)c1,8.25,acidic,O=S(=O)(Nc1ccccc1)c1cccc(Br)c1
O=S(=O)(Nc1ccccc1)c1ccccc1,8.66,acidic,O=S(=O)(Nc1ccccc1)c1ccccc1
O=S(=O)(Nc1ccccn1)c1ccccc1,8.2,acidic,O=S(=O)(Nc1ccccn1)c1ccccc1
O=S(=O)(Nc1cncc(Br)c1)c1ccccc1C(F)(F)F,5.3,acidic,O=S(=O)(Nc1cncc(Br)c1)c1ccccc1C(F)(F)F
O=S(=O)(Nc1ncccn1)c1ccccc1,5.91,acidic,O=S(=O)(Nc1ncccn1)c1ccccc1
O=S(=O)(Nc1nccs1)c1ccccc1,5.73,acidic,O=S(=O)(Nc1nccs1)c1ccccc1
O=S(=O)([N-]c1ncccn1)c1ccccc1,5.91,acidic,O=S(=O)([N-]c1ncccn1)c1ccccc1
O=S(Cc1ccccc1)c1c[nH]nn1,6.09,acidic,O=S(Cc1ccccc1)c1c[nH]nn1
O=S(Cc1ccccc1)c1ccccc1O,7.7,acidic,O=S(Cc1ccccc1)c1ccccc1O
O=S(Cc1ccccc1)c1ccccc1[O-],7.7,acidic,O=S(Cc1ccccc1)c1ccccc1[O-]
O=S(Cc1ccccc1)c1cn[nH]n1,6.09,acidic,O=S(Cc1ccccc1)c1cn[nH]n1
O=S(Cc1ccccc1)c1cnn[nH]1,6.09,acidic,O=S(Cc1ccccc1)c1cnn[nH]1
O=S(Cc1ccccc1)c1ncn[nH]1,7.38,acidic,O=S(Cc1ccccc1)c1ncn[nH]1
O=S(O)CCCCc1ccccc1,2.23,acidic,O=S(O)CCCCc1ccccc1
O=S(O)CCCc1ccccc1,2.05,acidic,O=S(O)CCCc1ccccc1
O=S(O)CCc1ccccc1,2.1,acidic,O=S(O)CCc1ccccc1
O=S([O-])CCCCc1ccccc1,2.23,acidic,O=S([O-])CCCCc1ccccc1
O=S([O-])CCCc1ccccc1,2.05,acidic,O=S([O-])CCCc1ccccc1
O=S([O-])CCc1ccccc1,2.1,acidic,O=S([O-])CCc1ccccc1
O=S1(=O)NCN(CC(F)(F)F)c2ccc(Cl)cc21,9.01,acidic,O=S1(=O)NCN(CC(F)(F)F)c2ccc(Cl)cc21
O=S1(=O)NCN(CCF)c2ccc(Cl)cc21,9.35,acidic,O=S1(=O)NCN(CCF)c2ccc(Cl)cc21
O=S1(=O)Nc2cccc3cccc1c23,6.2,acidic,O=S1(=O)Nc2cccc3cccc1c23
O=[N+]([O-])c1cc(-c2ccccc2)c(O)c([N+](=O)[O-])c1,3.85,acidic,O=[N+]([O-])c1cc(-c2ccccc2)c(O)c([N+](=O)[O-])c1
O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,6.73,acidic,O=[N+]([O-])c1cc(-c2ccccc2)ccc1O
O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,3.39,acidic,O=[N+]([O-])c1cc(Br)c(O)c(Br)c1
O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,4.52,acidic,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1
O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,3.55,acidic,O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1
O=[N+]([O-])c1cc(Cl)c(O)c([N+](=O)[O-])c1,2.1,acidic,O=[N+]([O-])c1cc(Cl)c(O)c([N+](=O)[O-])c1
O=[N+]([O-])c1cc(Cl)cc([N+](=O)[O-])c1O,2.96,acidic,O=[N+]([O-])c1cc(Cl)cc([N+](=O)[O-])c1O
O=[N+]([O-])c1cc(Cl)ccc1O,6.46,acidic,O=[N+]([O-])c1cc(Cl)ccc1O
O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,6.69,acidic,O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,0.38,acidic,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
O=[N+]([O-])c1ccc(Cl)cc1O,6.05,acidic,O=[N+]([O-])c1ccc(Cl)cc1O
O=[N+]([O-])c1ccc(F)cc1O,6.07,acidic,O=[N+]([O-])c1ccc(F)cc1O
O=[N+]([O-])c1ccc(O)c(Cl)c1,5.45,acidic,O=[N+]([O-])c1ccc(O)c(Cl)c1
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,4.09,acidic,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
O=[N+]([O-])c1ccc(O)cc1,7.15,acidic,O=[N+]([O-])c1ccc(O)cc1
O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,6.07,acidic,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F
O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-],5.42,acidic,O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-]
O=[N+]([O-])c1ccc(ON=Cc2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,5.46,acidic,O=[N+]([O-])c1ccc(ON=Cc2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1
O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,5.21,acidic,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1
O=[N+]([O-])c1cccc(Cl)c1O,5.48,acidic,O=[N+]([O-])c1cccc(Cl)c1O
O=[N+]([O-])c1cccc(O)c1,8.36,acidic,O=[N+]([O-])c1cccc(O)c1
O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-],4.96,acidic,O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-]
O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,3.97,acidic,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O
O=[N+]([O-])c1ccccc1O,7.23,acidic,O=[N+]([O-])c1ccccc1O
O=c1[nH][nH]c(-c2ccccc2)c1Cc1ccccc1,7.7,acidic,O=c1[nH][nH]c(-c2ccccc2)c1Cc1ccccc1
O=c1[nH]c(-c2cc(-c3ccon3)n(Cc3ccccc3F)n2)ncc1F,5.75,acidic,O=c1[nH]c(-c2cc(-c3ccon3)n(Cc3ccccc3F)n2)ncc1F
O=c1[nH]c(=O)c2ncn([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c2[nH]1,5.72,acidic,O=c1[nH]c(=O)c2ncn([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c2[nH]1
O=c1[nH]c(=O)n(-c2ccccc2)[nH]1,4.9,acidic,O=c1[nH]c(=O)n(-c2ccccc2)[nH]1
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,7.7,acidic,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,8.2,acidic,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1I,8,acidic,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1I
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)C(O)[C@H](F)C2O)cc1F,7.5,acidic,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)C(O)[C@H](F)C2O)cc1F
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1Br,8,acidic,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1Br
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1I,8,acidic,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1I
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,7.7,acidic,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,8.2,acidic,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I
O=c1[nH]c(CCc2ccccc2)no1,5.73,acidic,O=c1[nH]c(CCc2ccccc2)no1
O=c1[nH]c(CCc2ccccc2)ns1,6.5,acidic,O=c1[nH]c(CCc2ccccc2)ns1
O=c1[nH]c(Cl)c(C2=CCCC2)c(=O)[nH]1,5.8,acidic,O=c1[nH]c(Cl)c(C2=CCCC2)c(=O)[nH]1
O=c1[nH]c2cc(-c3ccc(F)cc3)ccc2cc1O,8.1,acidic,O=c1[nH]c2cc(-c3ccc(F)cc3)ccc2cc1O
O=c1[nH]c2cc(C(F)(F)F)ccc2n1-c1cc(Cl)ccc1O,9.6,acidic,O=c1[nH]c2cc(C(F)(F)F)ccc2n1-c1cc(Cl)ccc1O
O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1ccccc1,5.4,acidic,O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1ccccc1
O=c1[nH]c2cc(Cl)ccc2c([O-])c1-c1ccccc1,5.4,acidic,O=c1[nH]c2cc(Cl)ccc2c([O-])c1-c1ccccc1
O=c1[nH]c2ccc(-c3ccc(F)cc3)cc2cc1O,8.2,acidic,O=c1[nH]c2ccc(-c3ccc(F)cc3)cc2cc1O
O=c1[nH]c2ccc(F)c(Cl)c2cc1O,7.33,acidic,O=c1[nH]c2ccc(F)c(Cl)c2cc1O
O=c1[nH]c2ccc(F)c(Cl)c2cc1[O-],7.33,acidic,O=c1[nH]c2ccc(F)c(Cl)c2cc1[O-]
O=c1[nH]c2cccc(Cl)c2cc1O,7.6,acidic,O=c1[nH]c2cccc(Cl)c2cc1O
O=c1[nH]c2cccc(Cl)c2cc1[O-],7.6,acidic,O=c1[nH]c2cccc(Cl)c2cc1[O-]
O=c1[nH]c2ccccc2[nH]c1=O,9.67,acidic,O=c1[nH]c2ccccc2[nH]c1=O
O=c1[nH]c2ccccc2c(=O)o1,8.25,acidic,O=c1[nH]c2ccccc2c(=O)o1
O=c1[nH]c2ccccc2cc1O,8.7,acidic,O=c1[nH]c2ccccc2cc1O
O=c1[nH]c2ccccc2cc1[O-],8.7,acidic,O=c1[nH]c2ccccc2cc1[O-]
O=c1[nH]cc(F)c(=O)[nH]1,8,acidic,O=c1[nH]cc(F)c(=O)[nH]1
O=c1[nH]ccc2nccnc12,11.05,acidic,O=c1[nH]ccc2nccnc12
O=c1[nH]ccc2nnnn12,6.95,acidic,O=c1[nH]ccc2nnnn12
O=c1[nH]cnc2cccnc12,8.95,acidic,O=c1[nH]cnc2cccnc12
O=c1[nH]nc(S(=O)Cc2ccccc2)[nH]1,5.2,acidic,O=c1[nH]nc(S(=O)Cc2ccccc2)[nH]1
O=c1[nH]nc(SCc2ccccc2)[nH]1,6.94,acidic,O=c1[nH]nc(SCc2ccccc2)[nH]1
O=c1[nH]ncc2ccccc12,11.99,acidic,O=c1[nH]ncc2ccccc12
O=c1[nH]sc2ccccc12,7.01,acidic,O=c1[nH]sc2ccccc12
O=c1c(-c2nn[n-]n2)coc2ccccc12,5.85,acidic,O=c1c(-c2nn[n-]n2)coc2ccccc12
O=c1c(CCS(=O)c2ccccc2)c([O-])n(-c2ccccc2)n1-c1ccccc1,2.8,acidic,O=c1c(CCS(=O)c2ccccc2)c([O-])n(-c2ccccc2)n1-c1ccccc1
O=c1c(Cc2ccccc2)c(-c2ccccc2)[nH]n1-c1ccccc1,7.6,acidic,O=c1c(Cc2ccccc2)c(-c2ccccc2)[nH]n1-c1ccccc1
O=c1c(O)c1-c1ccc(F)cc1,2.07,acidic,O=c1c(O)c1-c1ccc(F)cc1
O=c1c(O)c1-c1ccccc1,2.01,acidic,O=c1c(O)c1-c1ccccc1
O=c1c([O-])c1-c1ccc(F)cc1,2.07,acidic,O=c1c([O-])c1-c1ccc(F)cc1
O=c1c([O-])c1-c1ccccc1,2.01,acidic,O=c1c([O-])c1-c1ccccc1
O=c1cc(-c2ccc(O)cc2)oc2ccccc12,8.27,acidic,O=c1cc(-c2ccc(O)cc2)oc2ccccc12
O=c1cc(-c2ccc(O)cc2)ss1,8.27,acidic,O=c1cc(-c2ccc(O)cc2)ss1
O=c1cc(-c2cccc(O)c2)oc2ccccc12,9.75,acidic,O=c1cc(-c2cccc(O)c2)oc2ccccc12
O=c1cc(-c2ccccc2)[nH][nH]1,11.4,acidic,O=c1cc(-c2ccccc2)[nH][nH]1
O=c1cc(-c2ccccc2)[nH]o1,4.01,acidic,O=c1cc(-c2ccccc2)[nH]o1
O=c1cc(-c2ccccc2)nc2c(O)cccn12,10.2,acidic,O=c1cc(-c2ccccc2)nc2c(O)cccn12
O=c1cc(-c2ccccc2)oc2c(O)cccc12,7.82,acidic,O=c1cc(-c2ccccc2)oc2c(O)cccc12
O=c1cc(-c2ccccc2)oc2cc(O)c(O)cc12,6.85,acidic,O=c1cc(-c2ccccc2)oc2cc(O)c(O)cc12
O=c1cc(-c2ccccc2)oc2cc(O)ccc12,7.39,acidic,O=c1cc(-c2ccccc2)oc2cc(O)ccc12
O=c1cc(-c2ccccc2)oc2ccc(O)cc12,9.09,acidic,O=c1cc(-c2ccccc2)oc2ccc(O)cc12
O=c1cc(-c2ccccc2O)oc2ccccc12,8.85,acidic,O=c1cc(-c2ccccc2O)oc2ccccc12
O=c1cc(C(F)(F)F)c2cc(F)c(O)c(F)c2o1,4,acidic,O=c1cc(C(F)(F)F)c2cc(F)c(O)c(F)c2o1
O=c1cc(C(F)(F)F)c2cc(F)c(O)cc2o1,5.7,acidic,O=c1cc(C(F)(F)F)c2cc(F)c(O)cc2o1
O=c1cc(C(F)(F)F)c2cc(F)c([O-])c(F)c2o1,4,acidic,O=c1cc(C(F)(F)F)c2cc(F)c([O-])c(F)c2o1
O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,7.3,acidic,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1
O=c1cc(CO)occ1[O-],7.885,acidic,O=c1cc(CO)occ1[O-]
O=c1cc(CSc2cccc(F)c2F)nc2nc(Cc3ccccc3)[nH]n12,6.5,acidic,O=c1cc(CSc2cccc(F)c2F)nc2nc(Cc3ccccc3)[nH]n12
O=c1cc(Cc2ccccc2)o[nH]1,5.36,acidic,O=c1cc(Cc2ccccc2)o[nH]1
O=c1cc(I)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,8.42,acidic,O=c1cc(I)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
O=c1cc(O)c2ccc(Cl)cc2[nH]1,5.8,acidic,O=c1cc(O)c2ccc(Cl)cc2[nH]1
O=c1cc(O)c2ccccc2[nH]1,5.86,acidic,O=c1cc(O)c2ccccc2[nH]1
O=c1cc(O)c2ccccc2o1,4.87,acidic,O=c1cc(O)c2ccccc2o1
O=c1cc([O-])c2ccc(Cl)cc2[nH]1,5.8,acidic,O=c1cc([O-])c2ccc(Cl)cc2[nH]1
O=c1cc([O-])c2ccccc2[nH]1,5.86,acidic,O=c1cc([O-])c2ccccc2[nH]1
O=c1cc([O-])c2ccccc2o1,4.87,acidic,O=c1cc([O-])c2ccccc2o1
O=c1cc([O-])n2ncc(-c3ccc(Br)cc3)c2[nH]1,3.8,acidic,O=c1cc([O-])n2ncc(-c3ccc(Br)cc3)c2[nH]1
O=c1cc([O-])n2ncc(-c3ccccc3)c2[nH]1,3.8,acidic,O=c1cc([O-])n2ncc(-c3ccccc3)c2[nH]1
O=c1cc([O-])n2nccc2[nH]1,3.7,acidic,O=c1cc([O-])n2nccc2[nH]1
O=c1cc2[nH]c(c1)COCCOCCSCCOCCOC2,10.13,acidic,O=c1cc2[nH]c(c1)COCCOCCSCCOCCOC2
O=c1cc2ccccc2ccc1[O-],10,acidic,O=c1cc2ccccc2ccc1[O-]
O=c1cc2ccccc2n[nH]1,8.61,acidic,O=c1cc2ccccc2n[nH]1
O=c1cc[nH]c(=S)[nH]1,7.75,acidic,O=c1cc[nH]c(=S)[nH]1
O=c1cc[nH]cc1[O-],9.6,acidic,O=c1cc[nH]cc1[O-]
O=c1cc[nH]nc1,8.68,acidic,O=c1cc[nH]nc1
O=c1ccc(Br)ccc1O,6.32,acidic,O=c1ccc(Br)ccc1O
O=c1ccc(Br)ccc1[O-],6.32,acidic,O=c1ccc(Br)ccc1[O-]
O=c1ccc(O)c(O)cc1,8.285,acidic,O=c1ccc(O)c(O)cc1
O=c1ccc(S(=O)(=O)c2ccccc2)n[nH]1,7.1,acidic,O=c1ccc(S(=O)(=O)c2ccccc2)n[nH]1
O=c1ccc2cc(O)c(O)cc2o1,7.63,acidic,O=c1ccc2cc(O)c(O)cc2o1
O=c1ccc2ccc(O)c(O)c2o1,6.9,acidic,O=c1ccc2ccc(O)c(O)c2o1
O=c1ccc2ccc(O)cc2o1,6.18,acidic,O=c1ccc2ccc(O)cc2o1
O=c1cccc(Cl)[nH]1,7.76,acidic,O=c1cccc(Cl)[nH]1
O=c1cccc[nH]1,11.68,acidic,O=c1cccc[nH]1
O=c1ccccc(Br)c1O,5.96,acidic,O=c1ccccc(Br)c1O
O=c1ccccc(Br)c1[O-],5.96,acidic,O=c1ccccc(Br)c1[O-]
O=c1ccccc([O-])c1[O-],9.12,acidic,O=c1ccccc([O-])c1[O-]
O=c1cccccc1[S-],5.9,acidic,O=c1cccccc1[S-]
O=c1cccn[nH]1,10.46,acidic,O=c1cccn[nH]1
O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,9.3,acidic,O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1
O=c1ccn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]1,9.3,acidic,O=c1ccn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]1
O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,9.3,acidic,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
O=c1cnc2ccccc2[nH]1,9.1,acidic,O=c1cnc2ccccc2[nH]1
O=c1cncc[nH]1,8.23,acidic,O=c1cncc[nH]1
O=c1cnn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)c(=O)[nH]1,6.6,acidic,O=c1cnn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)c(=O)[nH]1
O=c1ncc2ccccc2[nH]1,10.69,acidic,O=c1ncc2ccccc2[nH]1
O=c1oc2cc(O)ccc2cc1-c1ccccc1,7.8,acidic,O=c1oc2cc(O)ccc2cc1-c1ccccc1
O=c1oc2cc(O)ccc2cc1-c1nc2cc(Cl)ccc2o1,6.8,acidic,O=c1oc2cc(O)ccc2cc1-c1nc2cc(Cl)ccc2o1
O=c1oc2cc(O)ccc2cc1-c1nc2ccccc2o1,6.84,acidic,O=c1oc2cc(O)ccc2cc1-c1nc2ccccc2o1
O=c1oc2cc(O)ccc2cc1-c1nc2ccccc2s1,7.02,acidic,O=c1oc2cc(O)ccc2cc1-c1nc2ccccc2s1
OC(CBr)(Oc1ccccc1)c1ccccc1,11.18,acidic,OC(CBr)(Oc1ccccc1)c1ccccc1
OCCNC(=S)S,2.82,acidic,OCCNC(=S)S
OCCS,9.535,acidic,OCCS
OC[C@@H]1O[C@@H]2NC(=S)O[C@@H]2[C@H]1O,9.48,acidic,OC[C@@H]1O[C@@H]2NC(=S)O[C@@H]2[C@H]1O
OC[C@H]1O[C@@H]2NC(=S)O[C@@H]2[C@H]1O,9.48,acidic,OC[C@H]1O[C@@H]2NC(=S)O[C@@H]2[C@H]1O
OC[C@H]1O[C@H](Oc2ccc(-c3ccc(-c4nn[n-]n4)cc3)cc2)[C@@H](O)[C@@H](O)[C@@H]1O,3.7,acidic,OC[C@H]1O[C@H](Oc2ccc(-c3ccc(-c4nn[n-]n4)cc3)cc2)[C@@H](O)[C@@H](O)[C@@H]1O
OCc1ccc(O)c(CO)c1,9.77,acidic,OCc1ccc(O)c(CO)c1
OCc1ccc(O)cc1,9.82,acidic,OCc1ccc(O)cc1
OCc1cccc(CO)c1O,9.66,acidic,OCc1cccc(CO)c1O
OCc1cccc(O)c1,9.83,acidic,OCc1cccc(O)c1
