smiles1,pKa,pKa_type,smiles
O=C([O-])[C@@]1(Cl)[C@@H]2CCC[C@@H]21,3.03,acidic,O=C([O-])[C@@]1(Cl)[C@@H]2CCC[C@@H]21
O=C([O-])[C@H](O)c1ccccc1,3.41,acidic,O=C([O-])[C@H](O)c1ccccc1
O=C([O-])[C@H]1CCCC[C@@H]1O,4.68,acidic,O=C([O-])[C@H]1CCCC[C@@H]1O
O=C([O-])[C@H]1CCC[C@H](O)C1,4.82,acidic,O=C([O-])[C@H]1CCC[C@H](O)C1
O=C([O-])[C@H]1CC[C@@H](O)CC1,4.84,acidic,O=C([O-])[C@H]1CC[C@@H](O)CC1
O=C([O-])[C@H]1CC[C@H](O)CC1,4.68,acidic,O=C([O-])[C@H]1CC[C@H](O)CC1
O=C([O-])[C@H]1C[C@@H]1Cl,4.12,acidic,O=C([O-])[C@H]1C[C@@H]1Cl
O=C([O-])[C@H]1C[C@@H]1c1ccc(Cl)cc1,4.53,acidic,O=C([O-])[C@H]1C[C@@H]1c1ccc(Cl)cc1
O=C([O-])[C@H]1C[C@@H]1c1cccc(Cl)c1,4.51,acidic,O=C([O-])[C@H]1C[C@@H]1c1cccc(Cl)c1
O=C([O-])[C@H]1C[C@@H]1c1ccccc1,4.54,acidic,O=C([O-])[C@H]1C[C@@H]1c1ccccc1
O=C([O-])[C@H]1C[C@@H]2CC[C@H]1C2,5.02,acidic,O=C([O-])[C@H]1C[C@@H]2CC[C@H]1C2
O=C([O-])[C@H]1C[C@H]2CC[C@@H]1C2,5.08,acidic,O=C([O-])[C@H]1C[C@H]2CC[C@@H]1C2
O=C([O-])[C@H]1[C@@H]2C=C[C@H]1CC2,4.58,acidic,O=C([O-])[C@H]1[C@@H]2C=C[C@H]1CC2
O=C([O-])[C@]1(Cl)[C@@H]2CCC[C@@H]21,2.82,acidic,O=C([O-])[C@]1(Cl)[C@@H]2CCC[C@@H]21
O=C([O-])c1c2ccccc2cc2ccccc12,3.65,acidic,O=C([O-])c1c2ccccc2cc2ccccc12
O=C([O-])c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,4.7,acidic,O=C([O-])c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12
O=C([O-])c1c[nH]c2cc(Cl)c(-c3ccc(C4CCCCO4)cc3)cc12,4.9,acidic,O=C([O-])c1c[nH]c2cc(Cl)c(-c3ccc(C4CCCCO4)cc3)cc12
O=C([O-])c1c[nH]c2cc(Cl)c(-c3ccc(OCCO)cc3)cc12,4.8,acidic,O=C([O-])c1c[nH]c2cc(Cl)c(-c3ccc(OCCO)cc3)cc12
O=C([O-])c1c[nH]c2cc(F)c(-c3ccc(C4(O)CCC4)cc3)c(F)c12,4.9,acidic,O=C([O-])c1c[nH]c2cc(F)c(-c3ccc(C4(O)CCC4)cc3)c(F)c12
O=C([O-])c1c[nH]c2cc(F)c(-c3ccc(C4(O)CCC4)cc3)cc12,4.8,acidic,O=C([O-])c1c[nH]c2cc(F)c(-c3ccc(C4(O)CCC4)cc3)cc12
O=C([O-])c1c[nH]c2cc(F)c(-c3ccc([C@@H]4CCCCO4)cc3)c(F)c12,5,acidic,O=C([O-])c1c[nH]c2cc(F)c(-c3ccc([C@@H]4CCCCO4)cc3)c(F)c12
O=C([O-])c1c[nH]c2ccccc12,5.27,acidic,O=C([O-])c1c[nH]c2ccccc12
O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1O,3.15,acidic,O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1O
O=C([O-])c1cc(-c2ccccc2)oc(=O)c1,3.3,acidic,O=C([O-])c1cc(-c2ccccc2)oc(=O)c1
O=C([O-])c1cc(Br)ccc1O,3.9,acidic,O=C([O-])c1cc(Br)ccc1O
O=C([O-])c1cc(Br)cs1,3.11,acidic,O=C([O-])c1cc(Br)cs1
O=C([O-])c1cc(Cl)ccc1O,3.9,acidic,O=C([O-])c1cc(Cl)ccc1O
O=C([O-])c1cc(Cl)co1,2.69,acidic,O=C([O-])c1cc(Cl)co1
O=C([O-])c1cc(I)ccc1O,3.9,acidic,O=C([O-])c1cc(I)ccc1O
O=C([O-])c1cc2ccccc2[nH]1,3.79,acidic,O=C([O-])c1cc2ccccc2[nH]1
O=C([O-])c1cc2ccccc2cc1O,2.71,acidic,O=C([O-])c1cc2ccccc2cc1O
O=C([O-])c1cc2ccccc2o1,2.84,acidic,O=C([O-])c1cc2ccccc2o1
O=C([O-])c1cc2ccccc2oc1=O,3.6,acidic,O=C([O-])c1cc2ccccc2oc1=O
O=C([O-])c1cc2ccccc2s1,3.1,acidic,O=C([O-])c1cc2ccccc2s1
O=C([O-])c1cc2occc2[nH]1,4.045,acidic,O=C([O-])c1cc2occc2[nH]1
O=C([O-])c1cc2sccc2[nH]1,3.88,acidic,O=C([O-])c1cc2sccc2[nH]1
O=C([O-])c1cc[n+]([O-])cc1,2.86,acidic,O=C([O-])c1cc[n+]([O-])cc1
O=C([O-])c1cc[nH]c1,4.98,acidic,O=C([O-])c1cc[nH]c1
O=C([O-])c1ccc(-c2ccc(Cl)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1,3.41,acidic,O=C([O-])c1ccc(-c2ccc(Cl)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1
O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)cc1,3.98,acidic,O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)cc1
O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1,3.88,acidic,O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1
O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2Cl)cc1,3.95,acidic,O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2Cl)cc1
O=C([O-])c1ccc(-c2cccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1,3.6,acidic,O=C([O-])c1ccc(-c2cccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1
O=C([O-])c1ccc(/N=C/c2ccccc2)cc1,4.47,acidic,O=C([O-])c1ccc(/N=C/c2ccccc2)cc1
O=C([O-])c1ccc(=O)oc1,3.26,acidic,O=C([O-])c1ccc(=O)oc1
O=C([O-])c1ccc(Br)cc1,3.93,acidic,O=C([O-])c1ccc(Br)cc1
O=C([O-])c1ccc(Br)s1,3.3,acidic,O=C([O-])c1ccc(Br)s1
O=C([O-])c1ccc(C2CC2)cc1,4.42,acidic,O=C([O-])c1ccc(C2CC2)cc1
O=C([O-])c1ccc(CCl)cc1,4.13,acidic,O=C([O-])c1ccc(CCl)cc1
O=C([O-])c1ccc(CO)cc1,4.18,acidic,O=C([O-])c1ccc(CO)cc1
O=C([O-])c1ccc(Cl)c(Cl)c1,3.9,acidic,O=C([O-])c1ccc(Cl)c(Cl)c1
O=C([O-])c1ccc(Cl)cc1,3.9375,acidic,O=C([O-])c1ccc(Cl)cc1
O=C([O-])c1ccc(Cl)cc1Cl,2.74,acidic,O=C([O-])c1ccc(Cl)cc1Cl
O=C([O-])c1ccc(Cl)s1,3.41,acidic,O=C([O-])c1ccc(Cl)s1
O=C([O-])c1ccc(F)cc1,4.15,acidic,O=C([O-])c1ccc(F)cc1
O=C([O-])c1ccc(I)cc1,3.93,acidic,O=C([O-])c1ccc(I)cc1
O=C([O-])c1ccc(I)o1,2.94,acidic,O=C([O-])c1ccc(I)o1
O=C([O-])c1ccc(OCc2ccccc2)cc1,4.44,acidic,O=C([O-])c1ccc(OCc2ccccc2)cc1
O=C([O-])c1ccc(Oc2ccccc2)cc1,4.52,acidic,O=C([O-])c1ccc(Oc2ccccc2)cc1
O=C([O-])c1ccc2[nH]ccc2c1,4.1,acidic,O=C([O-])c1ccc2[nH]ccc2c1
O=C([O-])c1ccc2cc3ccccc3cc2c1,4.18,acidic,O=C([O-])c1ccc2cc3ccccc3cc2c1
O=C([O-])c1ccc2ccccc2c1,4.325,acidic,O=C([O-])c1ccc2ccccc2c1
O=C([O-])c1ccc2ccccc2n1,4.97,acidic,O=C([O-])c1ccc2ccccc2n1
O=C([O-])c1ccc[n+]([O-])c1,2.95,acidic,O=C([O-])c1ccc[n+]([O-])c1
O=C([O-])c1ccc[nH]1,4.35,acidic,O=C([O-])c1ccc[nH]1
O=C([O-])c1cccc(=O)cc1,3.2,acidic,O=C([O-])c1cccc(=O)cc1
O=C([O-])c1cccc(Br)c1,3.863333,acidic,O=C([O-])c1cccc(Br)c1
O=C([O-])c1cccc(C(F)(F)F)c1,3.79,acidic,O=C([O-])c1cccc(C(F)(F)F)c1
O=C([O-])c1cccc(C2CC2)c1,4.28,acidic,O=C([O-])c1cccc(C2CC2)c1
O=C([O-])c1cccc(Cl)c1,3.866667,acidic,O=C([O-])c1cccc(Cl)c1
O=C([O-])c1cccc(F)c1,3.885,acidic,O=C([O-])c1cccc(F)c1
O=C([O-])c1cccc(I)c1,3.876667,acidic,O=C([O-])c1cccc(I)c1
O=C([O-])c1cccc(Oc2ccccc2)c1,3.95,acidic,O=C([O-])c1cccc(Oc2ccccc2)c1
O=C([O-])c1cccc2cc3ccccc3cc12,3.7,acidic,O=C([O-])c1cccc2cc3ccccc3cc12
O=C([O-])c1cccc2ccccc12,3.7,acidic,O=C([O-])c1cccc2ccccc12
O=C([O-])c1cccc[n+]1[O-],3.54,acidic,O=C([O-])c1cccc[n+]1[O-]
O=C([O-])c1ccccc1,4.018571,acidic,O=C([O-])c1ccccc1
O=C([O-])c1ccccc1-c1ccccc1,3.46,acidic,O=C([O-])c1ccccc1-c1ccccc1
O=C([O-])c1ccccc1Br,2.93,acidic,O=C([O-])c1ccccc1Br
O=C([O-])c1ccccc1C(=O)c1ccccc1,3.54,acidic,O=C([O-])c1ccccc1C(=O)c1ccccc1
O=C([O-])c1ccccc1CO,3.84,acidic,O=C([O-])c1ccccc1CO
O=C([O-])c1ccccc1Cl,3.43,acidic,O=C([O-])c1ccccc1Cl
O=C([O-])c1ccccc1F,3.435,acidic,O=C([O-])c1ccccc1F
O=C([O-])c1ccccc1I,2.93,acidic,O=C([O-])c1ccccc1I
O=C([O-])c1ccccc1O,3.354167,acidic,O=C([O-])c1ccccc1O
O=C([O-])c1ccccc1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,3.6,acidic,O=C([O-])c1ccccc1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
O=C([O-])c1ccccc1Oc1ccccc1,3.53,acidic,O=C([O-])c1ccccc1Oc1ccccc1
O=C([O-])c1cccccc1=O,3.73,acidic,O=C([O-])c1cccccc1=O
O=C([O-])c1ccccn1,5.32,acidic,O=C([O-])c1ccccn1
O=C([O-])c1cccnn1,3,acidic,O=C([O-])c1cccnn1
O=C([O-])c1ccco1,3.18,acidic,O=C([O-])c1ccco1
O=C([O-])c1cccs1,3.46,acidic,O=C([O-])c1cccs1
O=C([O-])c1ccn[nH]1,3.84,acidic,O=C([O-])c1ccn[nH]1
O=C([O-])c1ccnc2ccccc12,4.76,acidic,O=C([O-])c1ccnc2ccccc12
O=C([O-])c1ccnnc1,2.8,acidic,O=C([O-])c1ccnnc1
O=C([O-])c1ccoc1,3.94,acidic,O=C([O-])c1ccoc1
O=C([O-])c1ccsc1,4.03,acidic,O=C([O-])c1ccsc1
O=C([O-])c1cnc(Br)s1,2.96,acidic,O=C([O-])c1cnc(Br)s1
O=C([O-])c1cnc(Cl)s1,3,acidic,O=C([O-])c1cnc(Cl)s1
O=C([O-])c1cnccn1,2.8,acidic,O=C([O-])c1cnccn1
O=C([O-])c1cncs1,2.99,acidic,O=C([O-])c1cncs1
O=C([O-])c1cnoc1,3.39,acidic,O=C([O-])c1cnoc1
O=C([O-])c1coc2ccccc12,4.18,acidic,O=C([O-])c1coc2ccccc12
O=C([O-])c1coc2ccccc2c1=O,8.85,acidic,O=C([O-])c1coc2ccccc2c1=O
O=C([O-])c1csc(Br)c1,3.7,acidic,O=C([O-])c1csc(Br)c1
O=C([O-])c1csc(Br)n1,3.28,acidic,O=C([O-])c1csc(Br)n1
O=C([O-])c1csc(Cl)c1,3.8,acidic,O=C([O-])c1csc(Cl)c1
O=C([O-])c1csc(Cl)n1,3.3,acidic,O=C([O-])c1csc(Cl)n1
O=C([O-])c1csc2ccccc12,4.24,acidic,O=C([O-])c1csc2ccccc12
O=C([O-])c1cscn1,3.27,acidic,O=C([O-])c1cscn1
O=C([O-])c1cssc1=S,2.8,acidic,O=C([O-])c1cssc1=S
O=C([O-])c1nccc2ccccc12,4.97,acidic,O=C([O-])c1nccc2ccccc12
O=C([O-])c1nccs1,2.57,acidic,O=C([O-])c1nccs1
O=C([O-])c1nsc2ccccc12,2.76,acidic,O=C([O-])c1nsc2ccccc12
O=C([S-])c1ccccc1,2.44,acidic,O=C([S-])c1ccccc1
O=C(c1ccc(Cl)cc1)c1ccc2n1CCC2C(=O)O,3.4,acidic,O=C(c1ccc(Cl)cc1)c1ccc2n1CCC2C(=O)O
O=C(c1ccc(Cl)cc1)c1ccc2n1CCC2C(=O)[O-],3.4,acidic,O=C(c1ccc(Cl)cc1)c1ccc2n1CCC2C(=O)[O-]
O=C(c1ccc(Cl)cc1)c1ccn[nH]1,11.87,acidic,O=C(c1ccc(Cl)cc1)c1ccn[nH]1
O=C(c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nonc12)N1CCCCC1,6.18,acidic,O=C(c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nonc12)N1CCCCC1
O=C(c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12)N1CCCCC1,5.47,acidic,O=C(c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12)N1CCCCC1
O=C(c1ccc(F)cc1)c1ccc2n1CCC2C(=O)O,3.51,acidic,O=C(c1ccc(F)cc1)c1ccc2n1CCC2C(=O)O
O=C(c1ccc(F)cc1)c1ccc2n1CCC2C(=O)[O-],3.51,acidic,O=C(c1ccc(F)cc1)c1ccc2n1CCC2C(=O)[O-]
O=C(c1ccc2ccccc2c1)c1ccc2n1CCC2C(=O)[O-],3.44,acidic,O=C(c1ccc2ccccc2c1)c1ccc2n1CCC2C(=O)[O-]
O=C(c1ccc2n1CCC2C(=O)[O-])C1CCC1,3.54,acidic,O=C(c1ccc2n1CCC2C(=O)[O-])C1CCC1
O=C(c1cccc(Cl)c1)c1ccc2n1CCC2C(=O)O,3.44,acidic,O=C(c1cccc(Cl)c1)c1ccc2n1CCC2C(=O)O
O=C(c1cccc(Cl)c1)c1ccc2n1CCC2C(=O)[O-],3.44,acidic,O=C(c1cccc(Cl)c1)c1ccc2n1CCC2C(=O)[O-]
O=C(c1cccc(F)c1)c1ccc2n1CCC2C(=O)O,3.46,acidic,O=C(c1cccc(F)c1)c1ccc2n1CCC2C(=O)O
O=C(c1cccc(F)c1)c1ccc2n1CCC2C(=O)[O-],3.46,acidic,O=C(c1cccc(F)c1)c1ccc2n1CCC2C(=O)[O-]
O=C(c1ccccc1)N(O)c1ccccc1,7.87,acidic,O=C(c1ccccc1)N(O)c1ccccc1
O=C(c1ccccc1)c1ccc(O)[n+]([O-])c1,5.13,acidic,O=C(c1ccccc1)c1ccc(O)[n+]([O-])c1
O=C(c1ccccc1)c1ccc(O)cc1,8.01,acidic,O=C(c1ccccc1)c1ccc(O)cc1
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,3.49,acidic,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-],3.496667,acidic,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-]
O=C(c1ccccc1)c1cccc(O)c1,9,acidic,O=C(c1ccccc1)c1cccc(O)c1
O=C(c1ccccc1)c1ccccc1O,9.3,acidic,O=C(c1ccccc1)c1ccccc1O
O=C(c1ccccc1)c1ccn[nH]1,11.97,acidic,O=C(c1ccccc1)c1ccn[nH]1
O=C(c1ccccc1Cl)c1ccc2n1CCC2C(=O)O,4.33,acidic,O=C(c1ccccc1Cl)c1ccc2n1CCC2C(=O)O
O=C(c1ccccc1Cl)c1ccc2n1CCC2C(=O)[O-],4.33,acidic,O=C(c1ccccc1Cl)c1ccc2n1CCC2C(=O)[O-]
O=C1C(=O)c2ccccc2C(=O)C1=C([O-])c1ccccc1,2.17,acidic,O=C1C(=O)c2ccccc2C(=O)C1=C([O-])c1ccccc1
O=C1C(=O)c2ccccc2C(O)=C1/C=C/c1ccccc1,4.44,acidic,O=C1C(=O)c2ccccc2C(O)=C1/C=C/c1ccccc1
O=C1C(=O)c2ccccc2C(O)=C1Cc1ccccc1,4.9,acidic,O=C1C(=O)c2ccccc2C(O)=C1Cc1ccccc1
O=C1C(=O)c2ccccc2C(O)=C1c1ccccc1,4.35,acidic,O=C1C(=O)c2ccccc2C(O)=C1c1ccccc1
O=C1C(=O)c2ccccc2C([O-])=C1/C=C/c1ccccc1,4.44,acidic,O=C1C(=O)c2ccccc2C([O-])=C1/C=C/c1ccccc1
O=C1C(=O)c2ccccc2C([O-])=C1Cc1ccccc1,4.9,acidic,O=C1C(=O)c2ccccc2C([O-])=C1Cc1ccccc1
O=C1C(=O)c2ccccc2C([O-])=C1c1ccccc1,4.35,acidic,O=C1C(=O)c2ccccc2C([O-])=C1c1ccccc1
O=C1C(Cc2ccccc2)=C([O-])c2ccccc21,5.9,acidic,O=C1C(Cc2ccccc2)=C([O-])c2ccccc21
O=C1C(O)=C(Cc2ccccc2)C(=O)c2ccccc21,4.9,acidic,O=C1C(O)=C(Cc2ccccc2)C(=O)c2ccccc21
O=C1C(O)=C(c2ccccc2)C(=O)c2ccccc21,4.35,acidic,O=C1C(O)=C(c2ccccc2)C(=O)c2ccccc21
O=C1C=C(O)C(=O)c2ccccc21,3.19,acidic,O=C1C=C(O)C(=O)c2ccccc21
O=C1C=C(O)C(Cc2ccc(Br)cc2)C1,3.96,acidic,O=C1C=C(O)C(Cc2ccc(Br)cc2)C1
O=C1C=C(O)C(Cc2ccccc2)C1,4.01,acidic,O=C1C=C(O)C(Cc2ccccc2)C1
O=C1C=C(O)CC1,4.35,acidic,O=C1C=C(O)CC1
O=C1C=C(O)CC1Cc1ccc(Br)cc1,3.96,acidic,O=C1C=C(O)CC1Cc1ccc(Br)cc1
O=C1C=C(O)CC1Cc1ccccc1,4.01,acidic,O=C1C=C(O)CC1Cc1ccccc1
O=C1C=C(O)c2ccccc2C1=O,3.19,acidic,O=C1C=C(O)c2ccccc2C1=O
O=C1C=C([O-])C(C2CCCCC2)CC1,5.5,acidic,O=C1C=C([O-])C(C2CCCCC2)CC1
O=C1C=C([O-])C(Cc2ccc(Br)cc2)C1,3.96,acidic,O=C1C=C([O-])C(Cc2ccc(Br)cc2)C1
O=C1C=C([O-])C(Cc2ccccc2)C1,4.01,acidic,O=C1C=C([O-])C(Cc2ccccc2)C1
O=C1C=C([O-])CC1,4.35,acidic,O=C1C=C([O-])CC1
O=C1C=C([O-])CC2(CCCCC2)C1,5.2,acidic,O=C1C=C([O-])CC2(CCCCC2)C1
O=C1C=C([O-])CCC1,5.26,acidic,O=C1C=C([O-])CCC1
O=C1C=C([O-])CSC1,4.34,acidic,O=C1C=C([O-])CSC1
O=C1C=C([O-])c2ccccc2C1=O,3.19,acidic,O=C1C=C([O-])c2ccccc2C1=O
O=C1C=CC(=O)c2c([O-])cccc21,8.7,acidic,O=C1C=CC(=O)c2c([O-])cccc21
O=C1CC(C(=O)O)CC(=O)C1=C(O)C1CC1,5.32,acidic,O=C1CC(C(=O)O)CC(=O)C1=C(O)C1CC1
O=C1CC(c2ccccc2)CC([O-])=C1Nc1ccccc1Cl,4.6,acidic,O=C1CC(c2ccccc2)CC([O-])=C1Nc1ccccc1Cl
O=C1CC(c2ccccc2)CC([O-])=C1Oc1ccccc1Cl,3.7,acidic,O=C1CC(c2ccccc2)CC([O-])=C1Oc1ccccc1Cl
O=C1CC(c2ccccc2)CC([O-])=C1Sc1ccccc1Cl,3,acidic,O=C1CC(c2ccccc2)CC([O-])=C1Sc1ccccc1Cl
O=C1CC(c2ccccc2)NC(=O)N1,11.22,acidic,O=C1CC(c2ccccc2)NC(=O)N1
O=C1CCC(=O)N1,9.59,acidic,O=C1CCC(=O)N1
O=C1CCC(C(=O)[O-])N1,3.25,acidic,O=C1CCC(C(=O)[O-])N1
O=C1CCC(O)=C1Cc1ccc(Br)cc1,4.2,acidic,O=C1CCC(O)=C1Cc1ccc(Br)cc1
O=C1CCC(O)=C1Cc1ccccc1,4.44,acidic,O=C1CCC(O)=C1Cc1ccccc1
O=C1CCC(O)=C1O,4.8,acidic,O=C1CCC(O)=C1O
O=C1CCC([O-])=C1Cc1ccc(Br)cc1,4.2,acidic,O=C1CCC([O-])=C1Cc1ccc(Br)cc1
O=C1CCC([O-])=C1Cc1ccccc1,4.44,acidic,O=C1CCC([O-])=C1Cc1ccccc1
O=C1CCC([O-])=C1O,4.8,acidic,O=C1CCC([O-])=C1O
O=C1CCCC(=O)N1,11.43,acidic,O=C1CCCC(=O)N1
O=C1CCCC(=O)N1O,7.6,acidic,O=C1CCCC(=O)N1O
O=C1CCCC1=C[O-],5.83,acidic,O=C1CCCC1=C[O-]
O=C1CCCC2CCCC([O-])=C12,11.13,acidic,O=C1CCCC2CCCC([O-])=C12
O=C1CCCCC1=C[O-],6.35,acidic,O=C1CCCCC1=C[O-]
O=C1CCON1,6.7,acidic,O=C1CCON1
O=C1CC[C@@H](C(=O)[O-])N1,3.4,acidic,O=C1CC[C@@H](C(=O)[O-])N1
O=C1CN(C(=O)c2ccccc2)C(=S)N1,6.5,acidic,O=C1CN(C(=O)c2ccccc2)C(=S)N1
O=C1CNC(=O)N1,9.12,acidic,O=C1CNC(=O)N1
O=C1CSC(=O)N1,6.68,acidic,O=C1CSC(=O)N1
O=C1CSC(=O)[N-]1,6.68,acidic,O=C1CSC(=O)[N-]1
O=C1CSC(=S)[N-]1,6.48,acidic,O=C1CSC(=S)[N-]1
O=C1Cc2c1ccc(O)c2Br,5.75,acidic,O=C1Cc2c1ccc(O)c2Br
O=C1Cc2cc(O)ccc21,7.24,acidic,O=C1Cc2cc(O)ccc21
O=C1Cn2c(cc3ccccc32)C(=O)N1,9.3,acidic,O=C1Cn2c(cc3ccccc32)C(=O)N1
O=C1N=C(Cc2ccccc2)C(=O)N1,8.6,acidic,O=C1N=C(Cc2ccccc2)C(=O)N1
O=C1NC(=O)C(Cc2ccccc2)N1,9.03,acidic,O=C1NC(=O)C(Cc2ccccc2)N1
O=C1NC(=O)C(Cc2ccccc2)S1,6.19,acidic,O=C1NC(=O)C(Cc2ccccc2)S1
O=C1NC(=O)C(N2C(=O)c3cccc4cccc(c34)C2=O)N1,9.5,acidic,O=C1NC(=O)C(N2C(=O)c3cccc4cccc(c34)C2=O)N1
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,8.1,acidic,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,8.3,acidic,O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1
O=C1NC(=O)C2CCC12,9.63,acidic,O=C1NC(=O)C2CCC12
O=C1NC(=O)[C@@H]2CCCC[C@H]12,9.72,acidic,O=C1NC(=O)[C@@H]2CCCC[C@H]12
O=C1NC(=O)[C@@H]2CCC[C@H]12,9.53,acidic,O=C1NC(=O)[C@@H]2CCC[C@H]12
O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1,8.183333,acidic,O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1
O=C1NC(=O)c2cc(Cl)ccc21,9.48,acidic,O=C1NC(=O)c2cc(Cl)ccc21
O=C1NC(=O)c2ccccc21,9.91,acidic,O=C1NC(=O)c2ccccc21
O=C1NC(=S)NC12CCCCC2,8.79,acidic,O=C1NC(=S)NC12CCCCC2
O=C1NC(c2ccccc2)CC([O-])=C1Nc1ccccc1Cl,6,acidic,O=C1NC(c2ccccc2)CC([O-])=C1Nc1ccccc1Cl
O=C1NC(c2ccccc2)CC([O-])=C1Sc1ccccc1Cl,4.1,acidic,O=C1NC(c2ccccc2)CC([O-])=C1Sc1ccccc1Cl
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,11.5,acidic,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
O=C1Nc2ccccc2C1=O,11.9,acidic,O=C1Nc2ccccc2C1=O
O=C1OC(C(O)CO)C(OCCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])=C1O,7.64,acidic,O=C1OC(C(O)CO)C(OCCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])=C1O
O=C1OC(C(O)CO)C(OCCCCCCO[N+](=O)[O-])=C1O,7.6,acidic,O=C1OC(C(O)CO)C(OCCCCCCO[N+](=O)[O-])=C1O
O=C1OC(C(O)CO)C(OCCCO[N+](=O)[O-])=C1O,7.55,acidic,O=C1OC(C(O)CO)C(OCCCO[N+](=O)[O-])=C1O
O=C1OC(C(O)CO)C(OCCCOc2no[n+]([O-])c2-c2ccccc2)=C1O,7.6,acidic,O=C1OC(C(O)CO)C(OCCCOc2no[n+]([O-])c2-c2ccccc2)=C1O
O=C1OC(C(O)CO)C(OCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)=C1O,7.62,acidic,O=C1OC(C(O)CO)C(OCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)=C1O
O=C1OC(C(O)CO)C([O-])=C1OCCCCCCO[N+](=O)[O-],3.56,acidic,O=C1OC(C(O)CO)C([O-])=C1OCCCCCCO[N+](=O)[O-]
O=C1OC(C(O)CO)C([O-])=C1OCCCO[N+](=O)[O-],3.19,acidic,O=C1OC(C(O)CO)C([O-])=C1OCCCO[N+](=O)[O-]
O=C1OC(C(O)CO)C([O-])=C1OCCCOc1no[n+]([O-])c1-c1ccccc1,3.44,acidic,O=C1OC(C(O)CO)C([O-])=C1OCCCOc1no[n+]([O-])c1-c1ccccc1
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,9.7,acidic,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
O=C1OC(c2ccccc2)CC([O-])=C1Oc1ccccc1Cl,3.4,acidic,O=C1OC(c2ccccc2)CC([O-])=C1Oc1ccccc1Cl
O=C1OC2C3CC4C2C4(C(=O)[O-])C13Br,3.5,acidic,O=C1OC2C3CC4C2C4(C(=O)[O-])C13Br
O=C1[N-]C(=O)/C(=C/c2ccccc2)S1,6.14,acidic,O=C1[N-]C(=O)/C(=C/c2ccccc2)S1
O=C1[N-]C(=O)/C(=C\c2ccc(-c3ccc(Cl)c(Cl)c3)o2)S1,7.9,acidic,O=C1[N-]C(=O)/C(=C\c2ccc(-c3ccc(Cl)c(Cl)c3)o2)S1
O=C1[N-]C(=O)C(Cc2ccccc2)S1,6.19,acidic,O=C1[N-]C(=O)C(Cc2ccccc2)S1
O=C1[N-]C(=O)[C@@]2(CCOc3ccc(Cl)cc32)O1,5.6,acidic,O=C1[N-]C(=O)[C@@]2(CCOc3ccc(Cl)cc32)O1
